item_number,correct,audio_file,SetNr,TargetIns,Comp,LVL,WiT,Condition,TimeStartSec,SongNr,NewStimFileName,ItemNr
git_item2628_set867_wit_lvl-15_comp3_t100_song112,1,git_item2628_set867_wit_lvl-15_comp3_t100_song112.wav,867,Guitar,3,-15,wit,8,100,112,git_item2628_set867_wit_lvl-15_comp3_t100_song112,2628
git_item2628_set867_wit_lvl-10_comp3_t100_song112,1,git_item2628_set867_wit_lvl-10_comp3_t100_song112.wav,867,Guitar,3,-10,wit,8,100,112,git_item2628_set867_wit_lvl-10_comp3_t100_song112,2628
git_item2628_set867_wit_lvl-5_comp3_t100_song112,1,git_item2628_set867_wit_lvl-5_comp3_t100_song112.wav,867,Guitar,3,-5,wit,8,100,112,git_item2628_set867_wit_lvl-5_comp3_t100_song112,2628
git_item2628_set867_wit_lvl0_comp3_t100_song112,1,git_item2628_set867_wit_lvl0_comp3_t100_song112.wav,867,Guitar,3,0,wit,8,100,112,git_item2628_set867_wit_lvl0_comp3_t100_song112,2628
git_item2174_set667_wit_lvl-15_comp3_t12_song113,1,git_item2174_set667_wit_lvl-15_comp3_t12_song113.wav,667,Guitar,3,-15,wit,8,12,113,git_item2174_set667_wit_lvl-15_comp3_t12_song113,2174
git_item2174_set667_wit_lvl-10_comp3_t12_song113,1,git_item2174_set667_wit_lvl-10_comp3_t12_song113.wav,667,Guitar,3,-10,wit,8,12,113,git_item2174_set667_wit_lvl-10_comp3_t12_song113,2174
git_item2174_set667_wit_lvl-5_comp3_t12_song113,1,git_item2174_set667_wit_lvl-5_comp3_t12_song113.wav,667,Guitar,3,-5,wit,8,12,113,git_item2174_set667_wit_lvl-5_comp3_t12_song113,2174
git_item2174_set667_wit_lvl0_comp3_t12_song113,1,git_item2174_set667_wit_lvl0_comp3_t12_song113.wav,667,Guitar,3,0,wit,8,12,113,git_item2174_set667_wit_lvl0_comp3_t12_song113,2174
git_item1676_set505_wit_lvl-15_comp3_t162_song114,1,git_item1676_set505_wit_lvl-15_comp3_t162_song114.wav,505,Guitar,3,-15,wit,8,162,114,git_item1676_set505_wit_lvl-15_comp3_t162_song114,1676
git_item1676_set505_wit_lvl-10_comp3_t162_song114,1,git_item1676_set505_wit_lvl-10_comp3_t162_song114.wav,505,Guitar,3,-10,wit,8,162,114,git_item1676_set505_wit_lvl-10_comp3_t162_song114,1676
git_item1676_set505_wit_lvl-5_comp3_t162_song114,1,git_item1676_set505_wit_lvl-5_comp3_t162_song114.wav,505,Guitar,3,-5,wit,8,162,114,git_item1676_set505_wit_lvl-5_comp3_t162_song114,1676
git_item1676_set505_wit_lvl0_comp3_t162_song114,1,git_item1676_set505_wit_lvl0_comp3_t162_song114.wav,505,Guitar,3,0,wit,8,162,114,git_item1676_set505_wit_lvl0_comp3_t162_song114,1676
voc_item1235_set212_wot_lvl0_comp7_t110_song115,2,voc_item1235_set212_wot_lvl0_comp7_t110_song115.wav,212,Lead,6,0,wot,1,110,115,voc_item1235_set212_wot_lvl0_comp7_t110_song115,1235
p_item1909_set179_wit_lvl-15_comp6_t130_song115,1,p_item1909_set179_wit_lvl-15_comp6_t130_song115.wav,179,Piano,6,-15,wit,10,130,115,p_item1909_set179_wit_lvl-15_comp6_t130_song115,1909
p_item1909_set179_wit_lvl-10_comp6_t130_song115,1,p_item1909_set179_wit_lvl-10_comp6_t130_song115.wav,179,Piano,6,-10,wit,10,130,115,p_item1909_set179_wit_lvl-10_comp6_t130_song115,1909
p_item1909_set179_wit_lvl-5_comp6_t130_song115,1,p_item1909_set179_wit_lvl-5_comp6_t130_song115.wav,179,Piano,6,-5,wit,10,130,115,p_item1909_set179_wit_lvl-5_comp6_t130_song115,1909
p_item1909_set179_wit_lvl0_comp6_t130_song115,1,p_item1909_set179_wit_lvl0_comp6_t130_song115.wav,179,Piano,6,0,wit,10,130,115,p_item1909_set179_wit_lvl0_comp6_t130_song115,1909
b_item337_set140_wot_lvl0_comp7_t138_song115,2,b_item337_set140_wot_lvl0_comp7_t138_song115.wav,140,Bass,6,0,wot,13,138,115,b_item337_set140_wot_lvl0_comp7_t138_song115,337
voc_item3496_set919_wit_lvl-15_comp3_t194_song116,1,voc_item3496_set919_wit_lvl-15_comp3_t194_song116.wav,919,Lead,3,-15,wit,4,194,116,voc_item3496_set919_wit_lvl-15_comp3_t194_song116,3496
voc_item3496_set919_wit_lvl-10_comp3_t194_song116,1,voc_item3496_set919_wit_lvl-10_comp3_t194_song116.wav,919,Lead,3,-10,wit,4,194,116,voc_item3496_set919_wit_lvl-10_comp3_t194_song116,3496
voc_item3496_set919_wit_lvl-5_comp3_t194_song116,1,voc_item3496_set919_wit_lvl-5_comp3_t194_song116.wav,919,Lead,3,-5,wit,4,194,116,voc_item3496_set919_wit_lvl-5_comp3_t194_song116,3496
voc_item3496_set919_wit_lvl0_comp3_t194_song116,1,voc_item3496_set919_wit_lvl0_comp3_t194_song116.wav,919,Lead,3,0,wit,4,194,116,voc_item3496_set919_wit_lvl0_comp3_t194_song116,3496
b_item959_set423_wit_lvl-15_comp3_t18_song117,1,b_item959_set423_wit_lvl-15_comp3_t18_song117.wav,423,Bass,3,-15,wit,16,18,117,b_item959_set423_wit_lvl-15_comp3_t18_song117,959
b_item959_set423_wit_lvl-10_comp3_t18_song117,1,b_item959_set423_wit_lvl-10_comp3_t18_song117.wav,423,Bass,3,-10,wit,16,18,117,b_item959_set423_wit_lvl-10_comp3_t18_song117,959
b_item959_set423_wit_lvl-5_comp3_t18_song117,1,b_item959_set423_wit_lvl-5_comp3_t18_song117.wav,423,Bass,3,-5,wit,16,18,117,b_item959_set423_wit_lvl-5_comp3_t18_song117,959
b_item959_set423_wit_lvl0_comp3_t18_song117,1,b_item959_set423_wit_lvl0_comp3_t18_song117.wav,423,Bass,3,0,wit,16,18,117,b_item959_set423_wit_lvl0_comp3_t18_song117,959
