item_nr,item_nr_MSA,item_nr_stim,item_number,answer,audio_file,correct,condition,condition_theoretical,level,target_instrument,complexity,with_target_in_mix,time_song,song_nr,practice_item,old_audio_file_name,set_nr,discrimination,guessing,inattention,difficulty,item_difficulty,condition_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item,flagged_item
344,317,959,b_item959_set423_wit_lvl-15_comp3_t18_song117,1,b_item959_set423_wit_lvl-15_comp3_t18_song117.wav,1,39,36,-15,Bass,3,yes,18,117,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav,80,2.086082357,0.43384494,0.997392447,1.931871547,1.931871547,1.788472675,451,72,no
345,21,3211,voc_item3211_set776_wit_lvl-15_comp6_t408_song5,1,voc_item3211_set776_wit_lvl-15_comp6_t408_song5.wav,1,35,37,-15,Lead,6,yes,408,5,no,Lead_ItemNr(3211)_SetNr(776)_WiT_Level(-15)_Complexity(6)_Time(408)_SongNr(5).wav,6,2.086082357,0.43384494,0.997392447,0.54051169,0.54051169,0.510033255,650,96,no
346,37,2528,voc_item2528_set496_wit_lvl-15_comp6_t232_song14,1,voc_item2528_set496_wit_lvl-15_comp6_t232_song14.wav,1,35,37,-15,Lead,6,yes,232,14,no,Lead_ItemNr(2528)_SetNr(496)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(14).wav,10,2.086082357,0.43384494,0.997392447,-0.172855116,-0.172855116,0.510033255,650,126,no
347,81,933,voc_item933_set165_wit_lvl-15_comp6_t110_song33,1,voc_item933_set165_wit_lvl-15_comp6_t110_song33.wav,1,35,37,-15,Lead,6,yes,110,33,no,Lead_ItemNr(933)_SetNr(165)_WiT_Level(-15)_Complexity(6)_Time(110)_SongNr(33).wav,21,2.086082357,0.43384494,0.997392447,0.107163686,0.107163686,0.510033255,650,45,no
348,117,2639,voc_item2639_set536_wit_lvl-15_comp6_t172_song39,1,voc_item2639_set536_wit_lvl-15_comp6_t172_song39.wav,1,35,37,-15,Lead,6,yes,172,39,no,Lead_ItemNr(2639)_SetNr(536)_WiT_Level(-15)_Complexity(6)_Time(172)_SongNr(39).wav,30,2.086082357,0.43384494,0.997392447,-0.543519504,-0.543519504,0.510033255,650,50,no
349,145,594,voc_item594_set105_wit_lvl-15_comp6_t140_song48,1,voc_item594_set105_wit_lvl-15_comp6_t140_song48.wav,1,35,37,-15,Lead,6,yes,140,48,no,Lead_ItemNr(594)_SetNr(105)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(48).wav,37,2.086082357,0.43384494,0.997392447,-0.208015381,-0.208015381,0.510033255,650,52,no
350,161,3032,voc_item3032_set693_wit_lvl-15_comp6_t70_song52,1,voc_item3032_set693_wit_lvl-15_comp6_t70_song52.wav,1,35,37,-15,Lead,6,yes,70,52,no,Lead_ItemNr(3032)_SetNr(693)_WiT_Level(-15)_Complexity(6)_Time(70)_SongNr(52).wav,41,2.086082357,0.43384494,0.997392447,-0.413485923,-0.413485923,0.510033255,650,108,no
351,169,253,voc_item253_set049_wit_lvl-15_comp6_t102_song53,1,voc_item253_set049_wit_lvl-15_comp6_t102_song53.wav,1,35,37,-15,Lead,6,yes,102,53,no,Lead_ItemNr(253)_SetNr(049)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(53).wav,43,2.086082357,0.43384494,0.997392447,-0.066900792,-0.066900792,0.510033255,650,42,no
352,245,2577,voc_item2577_set518_wit_lvl-15_comp6_t46_song97,1,voc_item2577_set518_wit_lvl-15_comp6_t46_song97.wav,1,35,37,-15,Lead,6,yes,46,97,no,Lead_ItemNr(2577)_SetNr(518)_WiT_Level(-15)_Complexity(6)_Time(46)_SongNr(97).wav,62,2.086082357,0.43384494,0.997392447,-0.463950995,-0.463950995,0.510033255,650,92,no
353,289,2549,voc_item2549_set507_wit_lvl-15_comp6_t186_song111,1,voc_item2549_set507_wit_lvl-15_comp6_t186_song111.wav,1,35,37,-15,Lead,6,yes,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,2.086082357,0.43384494,0.997392447,-0.014186146,-0.014186146,0.510033255,650,39,no
354,5,3626,git_item3626_set1047_wit_lvl-15_comp6_t36_song1,1,git_item3626_set1047_wit_lvl-15_comp6_t36_song1.wav,1,36,38,-15,Guitar,6,yes,36,1,no,Guitar_ItemNr(3626)_SetNr(1047)_WiT_Level(-15)_Complexity(6)_Time(36)_SongNr(1).wav,2,2.086082357,0.43384494,0.997392447,0.999731798,0.999731798,0.703995531,597,43,no
355,13,739,git_item739_set228_wit_lvl-15_comp6_t140_song3,1,git_item739_set228_wit_lvl-15_comp6_t140_song3.wav,1,36,38,-15,Guitar,6,yes,140,3,no,Guitar_ItemNr(739)_SetNr(228)_WiT_Level(-15)_Complexity(6)_Time(140)_SongNr(3).wav,4,2.086082357,0.43384494,0.997392447,0.378817358,0.378817358,0.703995531,597,37,no
356,77,2876,git_item2876_set943_wit_lvl-15_comp6_t138_song33,1,git_item2876_set943_wit_lvl-15_comp6_t138_song33.wav,1,36,38,-15,Guitar,6,yes,138,33,no,Guitar_ItemNr(2876)_SetNr(943)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(33).wav,20,2.086082357,0.43384494,0.997392447,0.000608617,0.000608617,0.703995531,597,72,no
357,89,3250,git_item3250_set988_wit_lvl-15_comp6_t232_song34,1,git_item3250_set988_wit_lvl-15_comp6_t232_song34.wav,1,36,38,-15,Guitar,6,yes,232,34,no,Guitar_ItemNr(3250)_SetNr(988)_WiT_Level(-15)_Complexity(6)_Time(232)_SongNr(34).wav,23,2.086082357,0.43384494,0.997392447,0.942574314,0.942574314,0.703995531,597,44,no
358,105,882,git_item882_set267_wit_lvl-15_comp6_t230_song37,1,git_item882_set267_wit_lvl-15_comp6_t230_song37.wav,1,36,38,-15,Guitar,6,yes,230,37,no,Guitar_ItemNr(882)_SetNr(267)_WiT_Level(-15)_Complexity(6)_Time(230)_SongNr(37).wav,27,2.086082357,0.43384494,0.997392447,0.625027989,0.625027989,0.703995531,597,82,no
359,109,3724,git_item3724_set1064_wit_lvl-15_comp6_t194_song38,1,git_item3724_set1064_wit_lvl-15_comp6_t194_song38.wav,1,36,38,-15,Guitar,6,yes,194,38,no,Guitar_ItemNr(3724)_SetNr(1064)_WiT_Level(-15)_Complexity(6)_Time(194)_SongNr(38).wav,28,2.086082357,0.43384494,0.997392447,0.716606582,0.716606582,0.703995531,597,71,no
360,113,3230,git_item3230_set987_wit_lvl-15_comp6_t130_song39,1,git_item3230_set987_wit_lvl-15_comp6_t130_song39.wav,1,36,38,-15,Guitar,6,yes,130,39,no,Guitar_ItemNr(3230)_SetNr(987)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(39).wav,29,2.086082357,0.43384494,0.997392447,-0.139442406,-0.139442406,0.703995531,597,38,no
361,229,1927,git_item1927_set585_wit_lvl-15_comp6_t158_song87,1,git_item1927_set585_wit_lvl-15_comp6_t158_song87.wav,1,36,38,-15,Guitar,6,yes,158,87,no,Guitar_ItemNr(1927)_SetNr(585)_WiT_Level(-15)_Complexity(6)_Time(158)_SongNr(87).wav,58,2.086082357,0.43384494,0.997392447,1.175304593,1.175304593,0.703995531,597,119,no
362,261,3131,git_item3131_set976_wit_lvl-15_comp6_t226_song101,1,git_item3131_set976_wit_lvl-15_comp6_t226_song101.wav,1,36,38,-15,Guitar,6,yes,226,101,no,Guitar_ItemNr(3131)_SetNr(976)_WiT_Level(-15)_Complexity(6)_Time(226)_SongNr(101).wav,66,2.086082357,0.43384494,0.997392447,0.804080768,0.804080768,0.703995531,597,35,no
363,281,71,git_item71_set021_wit_lvl-15_comp6_t122_song110,1,git_item71_set021_wit_lvl-15_comp6_t122_song110.wav,1,36,38,-15,Guitar,6,yes,122,110,no,Guitar_ItemNr(71)_SetNr(021)_WiT_Level(-15)_Complexity(6)_Time(122)_SongNr(110).wav,71,2.086082357,0.43384494,0.997392447,0.816096263,0.816096263,0.703995531,597,56,no
364,9,1402,p_item1402_set130_wit_lvl-15_comp6_t84_song2,1,p_item1402_set130_wit_lvl-15_comp6_t84_song2.wav,1,34,39,-15,Piano,6,yes,84,2,no,Piano_ItemNr(1402)_SetNr(130)_WiT_Level(-15)_Complexity(6)_Time(84)_SongNr(2).wav,3,2.086082357,0.43384494,0.997392447,0.872724618,0.872724618,0.528578003,558,55,no
365,17,3212,p_item3212_set395_wit_lvl-15_comp6_t106_song3,1,p_item3212_set395_wit_lvl-15_comp6_t106_song3.wav,1,34,39,-15,Piano,6,yes,106,3,no,Piano_ItemNr(3212)_SetNr(395)_WiT_Level(-15)_Complexity(6)_Time(106)_SongNr(3).wav,5,2.086082357,0.43384494,0.997392447,0.06672763,0.06672763,0.528578003,558,44,no
366,45,2851,p_item2851_set307_wit_lvl-15_comp6_t84_song19,1,p_item2851_set307_wit_lvl-15_comp6_t84_song19.wav,1,34,39,-15,Piano,6,yes,84,19,no,Piano_ItemNr(2851)_SetNr(307)_WiT_Level(-15)_Complexity(6)_Time(84)_SongNr(19).wav,12,2.086082357,0.43384494,0.997392447,0.228841614,0.228841614,0.528578003,558,67,no
367,121,3562,p_item3562_set453_wit_lvl-15_comp6_t104_song39,1,p_item3562_set453_wit_lvl-15_comp6_t104_song39.wav,1,34,39,-15,Piano,6,yes,104,39,no,Piano_ItemNr(3562)_SetNr(453)_WiT_Level(-15)_Complexity(6)_Time(104)_SongNr(39).wav,31,2.086082357,0.43384494,0.997392447,-0.343566125,-0.343566125,0.528578003,558,41,no
368,174,1033,p_item1033_set088_wit_lvl-15_comp6_t88_song53,1,p_item1033_set088_wit_lvl-15_comp6_t88_song53.wav,1,34,39,-15,Piano,6,yes,88,53,no,Piano_ItemNr(1033)_SetNr(088)_WiT_Level(-15)_Complexity(6)_Time(88)_SongNr(53).wav,44,2.086082357,0.43384494,0.997392447,0.542905462,0.542905462,0.528578003,558,47,no
369,217,1523,p_item1523_set139_wit_lvl-15_comp6_t152_song83,1,p_item1523_set139_wit_lvl-15_comp6_t152_song83.wav,1,34,39,-15,Piano,6,yes,152,83,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav,55,2.086082357,0.43384494,0.997392447,0.46421529,0.46421529,0.528578003,558,112,no
370,265,802,p_item802_set060_wit_lvl-15_comp6_t120_song103,1,p_item802_set060_wit_lvl-15_comp6_t120_song103.wav,1,34,39,-15,Piano,6,yes,120,103,no,Piano_ItemNr(802)_SetNr(060)_WiT_Level(-15)_Complexity(6)_Time(120)_SongNr(103).wav,67,2.086082357,0.43384494,0.997392447,-0.843610631,-0.843610631,0.528578003,558,57,no
371,266,3300,p_item3300_set407_wit_lvl-15_comp6_t130_song103,1,p_item3300_set407_wit_lvl-15_comp6_t130_song103.wav,1,34,39,-15,Piano,6,yes,130,103,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav,67,2.086082357,0.43384494,0.997392447,-0.719223732,-0.719223732,0.528578003,558,46,no
372,293,2948,p_item2948_set331_wit_lvl-15_comp6_t176_song111,1,p_item2948_set331_wit_lvl-15_comp6_t176_song111.wav,1,34,39,-15,Piano,6,yes,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,2.086082357,0.43384494,0.997392447,0.13863075,0.13863075,0.528578003,558,43,no
373,309,1909,p_item1909_set179_wit_lvl-15_comp6_t130_song115,1,p_item1909_set179_wit_lvl-15_comp6_t130_song115.wav,1,34,39,-15,Piano,6,yes,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,2.086082357,0.43384494,0.997392447,-0.32924773,-0.32924773,0.528578003,558,46,no
374,53,368,b_item368_set154_wit_lvl-15_comp6_t170_song21,1,b_item368_set154_wit_lvl-15_comp6_t170_song21.wav,1,40,40,-15,Bass,6,yes,170,21,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav,14,2.086082357,0.43384494,0.997392447,1.373958163,1.373958163,2.163687374,331,42,no
375,69,2972,b_item2972_set1012_wit_lvl-15_comp6_t212_song26,1,b_item2972_set1012_wit_lvl-15_comp6_t212_song26.wav,1,40,40,-15,Bass,6,yes,212,26,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav,18,2.086082357,0.43384494,0.997392447,1.857639631,1.857639631,2.163687374,331,50,no
376,85,961,b_item961_set424_wit_lvl-15_comp6_t136_song34,1,b_item961_set424_wit_lvl-15_comp6_t136_song34.wav,1,40,40,-15,Bass,6,yes,136,34,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav,22,2.086082357,0.43384494,0.997392447,1.985495605,1.985495605,2.163687374,331,45,no
377,93,3241,b_item3241_set1062_wit_lvl-15_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-15_comp6_t174_song35.wav,1,40,40,-15,Bass,6,yes,174,35,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav,24,2.086082357,0.43384494,0.997392447,2.097072935,2.097072935,2.163687374,331,71,no
378,165,1770,b_item1770_set770_wit_lvl-15_comp6_t74_song53,1,b_item1770_set770_wit_lvl-15_comp6_t74_song53.wav,1,40,40,-15,Bass,6,yes,74,53,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav,42,2.086082357,0.43384494,0.997392447,2.99017305,2.99017305,2.163687374,331,34,no
379,221,3683,b_item3683_set1169_wit_lvl-15_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-15_comp6_t210_song84.wav,1,40,40,-15,Bass,6,yes,210,84,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav,56,2.086082357,0.43384494,0.997392447,2.64075659,2.64075659,2.163687374,331,44,no
380,285,1365,b_item1365_set596_wit_lvl-15_comp6_t132_song111,1,b_item1365_set596_wit_lvl-15_comp6_t132_song111.wav,1,40,40,-15,Bass,6,yes,132,111,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav,72,2.086082357,0.43384494,0.997392447,1.989433449,1.989433449,2.163687374,331,45,no
381,351,2568,voc_item2568_set515_wot_lvl0_comp7_t142_song32,2,voc_item2568_set515_wot_lvl0_comp7_t142_song32.wav,2,20,5,0,Lead,6,no,142,32,no,Lead_ItemNr(2568)_SetNr(515)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(32).wav,111,NA,NA,NA,NA,NA,NA,NA,NA,yes
382,392,3455,voc_item3455_set902_wot_lvl0_comp7_t142_song102,2,voc_item3455_set902_wot_lvl0_comp7_t142_song102.wav,2,20,5,0,Lead,6,no,142,102,no,Lead_ItemNr(3455)_SetNr(902)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(102).wav,152,NA,NA,NA,NA,NA,NA,NA,NA,yes
383,52,2121,voc_item2121_set380_wit_lvl0_comp3_t122_song20,1,voc_item2121_set380_wit_lvl0_comp3_t122_song20.wav,1,2,9,0,Lead,3,yes,122,20,no,Lead_ItemNr(2121)_SetNr(380)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(20).wav,13,NA,NA,NA,NA,NA,NA,NA,NA,yes
384,244,1535,voc_item1535_set258_wit_lvl0_comp3_t52_song93,1,voc_item1535_set258_wit_lvl0_comp3_t52_song93.wav,1,2,9,0,Lead,3,yes,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,NA,NA,NA,NA,NA,NA,NA,NA,yes
385,104,2486,b_item2486_set961_wit_lvl0_comp6_t180_song37,1,b_item2486_set961_wit_lvl0_comp6_t180_song37.wav,1,25,16,0,Bass,6,yes,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,NA,NA,NA,NA,NA,NA,NA,NA,yes
386,152,2934,b_item2934_set1004_wit_lvl0_comp6_t138_song49,1,b_item2934_set1004_wit_lvl0_comp6_t138_song49.wav,1,25,16,0,Bass,6,yes,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,NA,NA,NA,NA,NA,NA,NA,NA,yes
387,103,2486,b_item2486_set961_wit_lvl-5_comp6_t180_song37,1,b_item2486_set961_wit_lvl-5_comp6_t180_song37.wav,1,32,20,-5,Bass,6,yes,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,NA,NA,NA,NA,NA,NA,NA,NA,yes
388,151,2934,b_item2934_set1004_wit_lvl-5_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-5_comp6_t138_song49.wav,1,32,20,-5,Bass,6,yes,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,NA,NA,NA,NA,NA,NA,NA,NA,yes
389,243,1535,voc_item1535_set258_wit_lvl-5_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-5_comp3_t52_song93.wav,1,7,21,-5,Lead,3,yes,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,NA,NA,NA,NA,NA,NA,NA,NA,yes
390,242,1535,voc_item1535_set258_wit_lvl-10_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-10_comp3_t52_song93.wav,1,15,25,-10,Lead,3,yes,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,NA,NA,NA,NA,NA,NA,NA,NA,yes
391,206,811,b_item811_set364_wit_lvl-10_comp3_t18_song80,1,b_item811_set364_wit_lvl-10_comp3_t18_song80.wav,1,37,28,-10,Bass,3,yes,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,NA,NA,NA,NA,NA,NA,NA,NA,yes
392,102,2486,b_item2486_set961_wit_lvl-10_comp6_t180_song37,1,b_item2486_set961_wit_lvl-10_comp6_t180_song37.wav,1,38,32,-10,Bass,6,yes,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,NA,NA,NA,NA,NA,NA,NA,NA,yes
393,150,2934,b_item2934_set1004_wit_lvl-10_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-10_comp6_t138_song49.wav,1,38,32,-10,Bass,6,yes,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,NA,NA,NA,NA,NA,NA,NA,NA,yes
394,241,1535,voc_item1535_set258_wit_lvl-15_comp3_t52_song93,1,voc_item1535_set258_wit_lvl-15_comp3_t52_song93.wav,1,29,33,-15,Lead,3,yes,52,93,no,Lead_ItemNr(1535)_SetNr(258)_WiT_Level(-15)_Complexity(3)_Time(52)_SongNr(93).wav,61,NA,NA,NA,NA,NA,NA,NA,NA,yes
395,201,358,b_item358_set150_wit_lvl-15_comp3_t8_song79,1,b_item358_set150_wit_lvl-15_comp3_t8_song79.wav,1,39,36,-15,Bass,3,yes,8,79,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav,51,NA,NA,NA,NA,NA,NA,NA,NA,yes
396,205,811,b_item811_set364_wit_lvl-15_comp3_t18_song80,1,b_item811_set364_wit_lvl-15_comp3_t18_song80.wav,1,39,36,-15,Bass,3,yes,18,80,no,Bass_ItemNr(811)_SetNr(364)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(80).wav,52,NA,NA,NA,NA,NA,NA,NA,NA,yes
397,213,626,b_item626_set268_wit_lvl-15_comp3_t10_song82,1,b_item626_set268_wit_lvl-15_comp3_t10_song82.wav,1,39,36,-15,Bass,3,yes,10,82,no,Bass_ItemNr(626)_SetNr(268)_WiT_Level(-15)_Complexity(3)_Time(10)_SongNr(82).wav,54,NA,NA,NA,NA,NA,NA,NA,NA,yes
398,153,181,voc_item181_set035_wit_lvl-15_comp6_t102_song49,1,voc_item181_set035_wit_lvl-15_comp6_t102_song49.wav,1,35,37,-15,Lead,6,yes,102,49,no,Lead_ItemNr(181)_SetNr(035)_WiT_Level(-15)_Complexity(6)_Time(102)_SongNr(49).wav,39,NA,NA,NA,NA,NA,NA,NA,NA,yes
399,1,3589,b_item3589_set1138_wit_lvl-15_comp6_t82_song1,1,b_item3589_set1138_wit_lvl-15_comp6_t82_song1.wav,1,40,40,-15,Bass,6,yes,82,1,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav,1,NA,NA,NA,NA,NA,NA,NA,NA,yes
400,101,2486,b_item2486_set961_wit_lvl-15_comp6_t180_song37,1,b_item2486_set961_wit_lvl-15_comp6_t180_song37.wav,1,40,40,-15,Bass,6,yes,180,37,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav,26,NA,NA,NA,NA,NA,NA,NA,NA,yes
401,149,2934,b_item2934_set1004_wit_lvl-15_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-15_comp6_t138_song49.wav,1,40,40,-15,Bass,6,yes,138,49,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav,38,NA,NA,NA,NA,NA,NA,NA,NA,yes
